stress_score,positive_affect,negative_affect,clarity_rating,prior_adherence,prior_delta,age_band,stress_state_bucket
26,31,14,2,0.96,2.66,41-60,Moderate
23,33,12,5,0.42,5.16,41-60,Moderate
14,38,38,2,0.62,-9.5,26-40,Moderate
36,49,23,4,0.36,-5.39,26-40,Moderate
33,22,40,1,0.24,-8.38,18-25,High
24,41,18,4,0.67,-9.36,26-40,Moderate
22,22,19,3,0.06,-5.69,26-40,Moderate
40,24,22,2,0.18,2.2,18-25,Moderate
6,37,47,5,0.83,2.07,26-40,Low
27,24,20,4,0.4,-3.13,18-25,Moderate
9,39,29,5,0.72,3.79,26-40,Low
20,19,50,4,0.97,-0.21,18-25,Moderate
17,23,31,5,0.31,7.69,18-25,Moderate
14,45,31,2,0.88,-6.79,18-25,Moderate
40,48,32,3,0.0,8.62,41-60,Moderate
28,12,48,4,0.8,8.72,41-60,Moderate
35,32,25,2,0.71,-2.64,18-25,Moderate
39,24,26,4,0.1,-7.61,41-60,Moderate
33,41,13,4,0.51,1.88,18-25,Moderate
23,35,34,4,0.1,-8.54,26-40,Moderate
11,10,34,5,0.95,0.96,41-60,Moderate
38,48,18,5,0.46,5.22,18-25,Moderate
8,24,46,2,0.34,-0.19,26-40,Moderate
31,30,50,3,0.12,-8.31,26-40,Moderate
5,13,38,2,0.0,-0.09,18-25,Moderate
14,30,40,1,0.09,-4.27,18-25,Moderate
2,39,44,2,0.65,8.35,18-25,Moderate
13,44,37,2,0.25,7.89,41-60,Moderate
30,14,44,2,0.66,-1.72,26-40,High
35,36,33,5,0.96,-3.58,18-25,Moderate
14,14,13,3,0.51,-7.39,18-25,Moderate
14,15,25,1,0.95,6.11,26-40,Moderate
12,45,36,1,0.35,-6.66,41-60,Moderate
2,39,30,3,0.9,-5.22,41-60,Low
36,34,41,3,0.22,8.58,26-40,Moderate
29,41,40,1,0.27,-8.7,26-40,High
30,48,22,2,0.76,-0.29,18-25,Moderate
35,37,25,2,0.28,-8.45,41-60,Moderate
10,15,10,5,0.86,3.89,41-60,Moderate
27,26,10,3,0.89,-9.52,18-25,Moderate
38,48,19,4,0.68,-4.28,26-40,Moderate
9,28,24,2,0.76,-1.41,41-60,Moderate
28,40,26,2,0.46,6.28,18-25,Moderate
30,30,50,5,0.04,-3.89,18-25,Moderate
35,26,12,5,0.03,7.68,26-40,Moderate
26,10,26,2,0.42,-6.55,26-40,Moderate
16,12,43,1,0.08,7.74,41-60,Moderate
30,18,39,4,0.28,6.26,41-60,Moderate
37,34,18,4,0.73,-6.54,41-60,Moderate
36,21,33,2,0.89,-9.1,18-25,High
28,40,28,4,0.18,9.4,41-60,Moderate
20,44,16,2,0.35,-7.03,18-25,Moderate
33,22,13,2,0.07,-4.88,26-40,Moderate
33,45,44,1,0.54,1.22,26-40,High
10,22,42,1,0.08,3.91,18-25,Moderate
28,46,13,4,0.12,7.29,41-60,Moderate
2,29,19,4,0.57,-1.79,41-60,Moderate
26,40,36,2,0.26,-7.4,41-60,Moderate
38,29,30,5,0.9,6.1,18-25,Moderate
12,27,38,1,0.71,-4.15,26-40,Moderate
26,28,10,3,0.99,-9.23,41-60,Moderate
20,31,24,2,0.06,7.74,18-25,Moderate
3,41,13,5,0.22,-2.01,41-60,Low
0,25,27,2,0.51,3.89,26-40,Moderate
7,48,34,3,0.26,-8.96,18-25,Low
14,26,14,2,0.24,-5.58,41-60,Moderate
7,19,14,4,0.55,7.16,41-60,Moderate
22,22,18,1,0.71,4.56,18-25,Moderate
36,33,42,4,0.58,-1.4,18-25,Moderate
8,26,45,3,0.18,-0.6,26-40,Moderate
31,20,11,2,1.0,5.6,26-40,Moderate
27,39,49,5,0.99,-7.7,26-40,Moderate
18,36,38,4,0.7,9.34,41-60,Moderate
22,48,17,2,0.22,-3.14,41-60,Moderate
30,45,47,3,0.44,5.8,18-25,Moderate
20,22,46,2,0.24,-5.13,26-40,Moderate
21,48,32,2,0.79,-0.76,41-60,Moderate
17,19,48,2,0.87,2.68,18-25,Moderate
17,22,34,2,0.59,7.73,26-40,Moderate
14,49,29,3,0.97,8.49,26-40,Moderate
7,40,41,5,0.76,1.27,26-40,Low
12,33,49,4,0.79,-4.54,26-40,Low
24,10,34,2,0.81,8.77,26-40,Moderate
31,33,36,4,0.79,4.53,26-40,Moderate
20,39,35,4,0.45,-0.52,41-60,Moderate
39,34,32,4,0.15,7.73,41-60,Moderate
16,43,26,4,0.49,-5.67,41-60,Moderate
12,13,16,3,0.85,9.17,18-25,Moderate
19,13,10,2,0.4,3.49,26-40,Moderate
14,44,34,1,0.34,-4.08,26-40,Moderate
2,13,13,3,0.69,-7.57,26-40,Moderate
23,19,46,5,0.1,-1.96,26-40,Moderate
18,28,21,4,0.48,-1.4,26-40,Moderate
29,21,38,5,0.72,7.68,18-25,Moderate
17,36,46,4,0.24,4.69,41-60,Moderate
37,32,34,4,0.1,4.75,41-60,Moderate
13,17,33,2,0.69,1.31,41-60,Moderate
23,16,22,3,0.19,5.84,26-40,Moderate
30,19,35,4,0.13,-5.21,41-60,Moderate
19,48,50,3,0.27,0.98,26-40,Moderate
21,27,38,3,0.05,3.89,18-25,Moderate
33,12,13,5,0.09,4.1,41-60,Moderate
30,11,21,3,0.16,-7.26,41-60,Moderate
32,13,30,4,0.88,-8.0,18-25,Moderate
9,11,40,1,0.62,-6.84,41-60,Moderate
1,15,18,5,0.7,6.15,26-40,Moderate
27,17,40,4,0.57,-1.97,18-25,Moderate
27,32,15,3,0.18,5.49,26-40,Moderate
3,48,14,3,0.16,9.2,26-40,Low
12,16,49,2,0.94,-3.66,26-40,Moderate
19,48,12,5,0.72,-8.3,18-25,Moderate
39,50,43,4,0.45,9.58,26-40,Moderate
0,31,24,2,0.85,-5.79,41-60,Moderate
8,32,11,2,0.68,6.13,26-40,Moderate
10,15,12,4,0.03,-2.47,26-40,Moderate
21,12,40,1,0.34,5.14,18-25,Moderate
14,46,36,3,0.24,7.02,41-60,Moderate
31,32,11,2,0.64,-0.84,18-25,Moderate
13,12,41,3,0.4,9.66,26-40,Moderate
9,49,27,3,0.65,5.14,18-25,Low
8,20,42,4,0.12,1.29,18-25,Moderate
25,31,14,3,0.58,2.94,26-40,Moderate
17,21,12,2,0.56,2.74,26-40,Moderate
5,27,31,3,0.25,-0.47,18-25,Moderate
22,21,33,2,0.44,3.42,26-40,Moderate
16,16,26,2,0.2,6.15,26-40,Moderate
27,28,42,5,0.44,-4.95,18-25,Moderate
8,47,15,3,0.14,6.98,41-60,Low
17,28,14,1,0.34,8.0,18-25,Moderate
25,40,41,5,0.12,-9.42,26-40,Moderate
13,17,11,3,0.69,-4.21,26-40,Moderate
0,30,10,4,0.77,8.65,26-40,Moderate
29,16,31,1,0.24,-3.09,41-60,High
7,36,19,3,0.88,-4.01,18-25,Low
20,42,28,2,0.92,-4.61,18-25,Moderate
36,28,33,2,0.63,-3.64,18-25,High
1,17,42,3,0.84,-5.4,41-60,Moderate
27,19,10,2,0.85,2.03,41-60,Moderate
9,21,27,2,0.18,-0.52,18-25,Moderate
4,34,17,1,0.74,3.8,26-40,Moderate
39,30,16,3,0.22,-3.52,26-40,Moderate
1,16,27,2,0.58,-1.94,41-60,Moderate
6,12,23,4,0.8,2.24,26-40,Moderate
15,25,14,4,0.55,-2.75,18-25,Moderate
37,48,50,2,0.18,-1.51,41-60,High
25,10,17,4,0.85,0.37,18-25,Moderate
36,12,28,1,0.7,2.28,26-40,Moderate
40,32,14,1,0.23,8.83,41-60,Moderate
12,21,13,5,0.16,-4.14,26-40,Moderate
25,17,49,1,0.18,3.17,18-25,Moderate
39,26,32,5,0.93,7.88,41-60,Moderate
30,16,39,2,0.99,9.66,26-40,High
8,19,35,1,0.55,-3.38,41-60,Moderate
14,34,15,2,0.1,-3.28,18-25,Moderate
16,17,49,1,0.85,-2.89,26-40,Moderate
28,34,45,5,0.21,-0.54,41-60,Moderate
3,23,47,5,0.33,9.84,41-60,Moderate
9,16,45,1,0.13,7.6,26-40,Moderate
5,10,48,1,0.01,5.52,41-60,Moderate
2,10,10,5,0.54,5.95,18-25,Moderate
21,39,13,4,0.99,2.65,26-40,Moderate
14,19,44,4,0.78,-2.57,41-60,Moderate
0,19,27,2,0.65,1.4,41-60,Moderate
25,35,18,5,0.96,-9.18,41-60,Moderate
5,23,42,1,0.67,-2.22,41-60,Moderate
1,24,44,4,0.65,9.71,41-60,Moderate
3,19,15,1,0.34,-2.41,26-40,Moderate
9,41,12,2,0.7,-0.08,26-40,Moderate
18,21,33,5,0.94,1.79,26-40,Moderate
14,47,43,3,0.51,9.17,26-40,Moderate
3,14,17,2,0.88,7.14,41-60,Moderate
36,25,24,5,0.42,-6.24,41-60,Moderate
4,32,24,2,0.43,9.39,26-40,Moderate
1,31,17,4,0.27,1.57,26-40,Low
22,27,38,1,0.99,7.65,18-25,Moderate
32,16,37,1,0.19,0.01,41-60,High
38,28,40,5,0.66,-3.53,26-40,Moderate
18,10,42,3,0.07,3.01,18-25,Moderate
27,46,50,4,0.19,3.12,18-25,Moderate
32,28,43,4,0.39,-0.34,41-60,Moderate
9,50,17,2,0.77,-3.25,41-60,Moderate
19,18,17,4,0.15,6.61,26-40,Moderate
40,50,49,3,0.05,-2.07,26-40,Moderate
20,13,25,1,0.75,-8.72,41-60,Moderate
34,15,42,5,0.9,-3.74,26-40,Moderate
14,15,11,1,0.02,6.48,18-25,Moderate
35,29,17,1,0.68,8.81,41-60,Moderate
24,19,21,1,0.83,-2.8,26-40,Moderate
39,26,14,2,0.54,0.66,26-40,Moderate
0,45,24,4,0.19,1.53,18-25,Low
18,48,14,4,0.65,7.6,26-40,Moderate
35,21,27,1,0.1,-7.76,41-60,Moderate
32,27,38,5,0.94,3.31,26-40,Moderate
37,42,19,5,0.56,0.35,18-25,Moderate
10,33,33,2,0.06,-1.51,41-60,Moderate
24,45,24,4,0.33,-6.37,26-40,Moderate
5,46,11,4,0.61,8.26,26-40,Low
16,40,25,1,0.01,0.16,26-40,Moderate
11,46,29,2,0.79,-0.64,26-40,Moderate
31,29,45,1,0.47,-1.5,26-40,High
2,38,36,5,0.8,2.87,26-40,Low
34,16,15,2,0.22,-7.27,26-40,Moderate
35,21,29,1,0.21,-5.96,41-60,Moderate
30,27,50,3,0.55,-1.98,41-60,Moderate
14,17,24,2,0.39,-2.33,26-40,Moderate
1,45,29,3,0.21,-2.13,41-60,Low
34,35,14,2,0.8,-5.86,41-60,Moderate
33,43,29,2,0.3,2.53,26-40,Moderate
13,48,21,5,0.65,-2.48,41-60,Low
29,47,33,3,0.99,-6.85,18-25,Moderate
38,20,23,5,0.07,7.45,41-60,Moderate
3,42,23,3,0.9,-4.55,41-60,Low
17,40,39,5,0.62,-6.22,26-40,Moderate
3,14,50,5,0.05,-3.73,41-60,Moderate
12,45,30,5,0.66,4.42,41-60,Low
14,29,29,5,0.08,-1.48,18-25,Moderate
31,15,39,2,0.1,2.11,41-60,High
24,22,33,4,0.73,-1.65,18-25,Moderate
20,29,24,2,0.53,3.66,41-60,Moderate
40,20,36,3,0.78,-5.03,18-25,Moderate
0,12,12,4,0.67,8.0,26-40,Moderate
4,24,47,1,0.55,-0.11,26-40,Moderate
7,28,41,5,0.34,-9.3,18-25,Moderate
26,28,35,5,0.16,-8.29,26-40,Moderate
27,41,12,3,0.26,-5.83,41-60,Moderate
2,33,22,3,0.23,-0.21,26-40,Low
30,35,27,2,0.5,-4.5,41-60,Moderate
37,25,42,3,0.48,-0.58,18-25,Moderate
35,13,18,3,0.6,7.91,18-25,Moderate
13,31,36,3,0.17,-7.99,26-40,Low
21,34,19,1,0.65,-8.37,41-60,Moderate
20,48,33,1,0.72,2.86,26-40,Moderate
8,29,44,4,0.31,-5.19,18-25,Moderate
8,31,10,5,0.58,4.76,26-40,Low
7,41,22,4,0.54,4.38,26-40,Low
29,19,40,1,0.81,-1.76,26-40,High
40,18,11,4,0.76,9.84,26-40,Moderate
12,30,33,2,0.2,3.87,18-25,Moderate
39,35,41,4,0.18,-4.3,41-60,Moderate
32,40,27,3,0.84,8.48,26-40,Moderate
30,19,43,3,0.72,7.52,18-25,Moderate
31,38,31,4,0.11,7.25,18-25,Moderate
28,26,40,5,0.6,1.17,18-25,Moderate
36,13,11,4,0.72,-6.99,41-60,Moderate
7,30,44,5,0.25,-2.52,41-60,Moderate
21,41,31,3,0.68,-1.46,41-60,Moderate
21,37,47,4,0.81,4.44,41-60,Moderate
8,24,29,2,0.28,4.66,41-60,Moderate
15,20,17,1,0.72,-7.18,41-60,Moderate
2,49,36,3,0.61,-1.87,41-60,Low
13,16,19,5,0.12,-7.75,41-60,Moderate
28,24,35,4,0.56,-8.31,41-60,Moderate
3,50,40,3,0.73,-7.58,41-60,Low
16,19,11,3,0.39,1.19,18-25,Moderate
22,43,50,3,0.93,1.4,26-40,Moderate
14,30,44,5,0.75,3.33,41-60,Moderate
5,42,26,2,0.52,-8.1,18-25,Moderate
6,15,13,1,0.11,6.24,41-60,Moderate
32,44,14,5,0.79,3.42,26-40,Moderate
13,38,17,2,0.33,-6.99,18-25,Moderate
36,38,14,5,0.43,-4.47,18-25,Moderate
18,21,10,1,0.16,6.46,26-40,Moderate
16,12,38,3,0.19,-6.03,18-25,Moderate
4,39,32,5,0.15,-7.59,41-60,Low
20,29,32,4,0.02,-2.21,18-25,Moderate
16,23,28,2,0.36,-4.15,18-25,Moderate
5,14,16,1,0.19,5.0,18-25,Moderate
12,36,16,4,0.43,1.17,26-40,Low
39,26,23,5,0.77,-6.83,41-60,Moderate
23,38,47,3,0.48,1.93,41-60,Moderate
39,32,40,4,0.06,-9.95,41-60,Moderate
35,14,24,4,0.43,0.25,18-25,Moderate
31,32,26,4,0.85,9.98,26-40,Moderate
21,15,13,2,0.35,-6.53,26-40,Moderate
30,12,37,3,0.69,9.19,18-25,Moderate
9,24,28,1,0.97,5.73,26-40,Moderate
7,10,16,5,0.48,0.75,18-25,Moderate
29,42,16,4,0.13,-3.07,41-60,Moderate
5,40,47,3,0.12,3.07,26-40,Low
17,31,35,3,0.14,7.06,18-25,Moderate
7,30,38,3,0.53,6.57,41-60,Moderate
26,36,18,1,0.37,-8.49,18-25,Moderate
30,10,29,4,0.62,-3.95,41-60,Moderate
15,13,17,2,0.87,5.89,26-40,Moderate
8,11,26,2,0.27,-8.4,26-40,Moderate
1,33,28,1,0.66,0.35,26-40,Moderate
27,47,37,3,0.11,-0.12,18-25,Moderate
2,24,19,5,0.89,-4.57,41-60,Moderate
14,19,18,4,0.28,7.99,18-25,Moderate
25,17,31,4,0.55,9.35,26-40,Moderate
9,19,18,2,0.5,-2.25,18-25,Moderate
18,47,15,5,0.87,-5.73,41-60,Moderate
13,11,32,4,0.36,-1.19,41-60,Moderate
19,36,33,1,0.45,6.35,26-40,Moderate
30,37,37,3,0.62,-8.7,26-40,Moderate
7,47,37,1,0.67,-9.63,26-40,Moderate
37,24,50,3,0.53,-5.68,18-25,Moderate
12,17,22,4,0.03,-7.62,26-40,Moderate
6,35,24,1,0.89,-3.15,26-40,Moderate
40,24,49,5,0.2,-8.78,41-60,Moderate
22,39,12,5,0.88,8.91,18-25,Moderate
40,31,38,4,0.63,4.4,41-60,Moderate
0,30,13,3,0.29,8.42,26-40,Moderate
18,29,32,3,0.92,-3.12,26-40,Moderate
37,32,11,1,0.12,-3.79,26-40,Moderate
34,19,23,3,0.83,-7.77,26-40,Moderate
32,10,43,3,0.69,7.35,18-25,Moderate
12,41,18,2,0.79,6.24,18-25,Moderate
21,12,20,1,0.16,-6.38,41-60,Moderate
14,41,12,4,0.41,-9.28,18-25,Moderate
40,28,48,4,0.98,1.64,18-25,Moderate
9,27,48,4,0.55,-9.93,41-60,Moderate
17,43,32,1,0.68,-4.79,18-25,Moderate
37,48,18,1,0.75,-2.69,41-60,Moderate
17,42,13,3,0.64,9.07,41-60,Moderate
7,49,14,4,0.64,-6.46,41-60,Low
17,47,35,5,0.41,9.98,18-25,Moderate
21,35,28,4,0.71,-2.3,41-60,Moderate
35,30,50,2,0.29,-6.11,26-40,High
40,35,30,2,0.77,-8.25,41-60,Moderate
30,37,17,5,0.27,0.59,26-40,Moderate
23,45,40,2,0.27,3.85,41-60,Moderate
7,16,21,2,0.17,-0.32,26-40,Moderate
14,23,23,3,0.1,5.16,41-60,Moderate
5,32,37,4,0.17,-7.87,41-60,Low
1,50,49,5,0.46,-5.9,41-60,Low
1,29,24,1,0.71,2.7,41-60,Moderate
37,44,16,5,0.17,-5.54,26-40,Moderate
28,12,33,1,0.58,0.44,18-25,High
8,23,45,2,0.96,-5.88,26-40,Moderate
6,44,11,1,0.5,-2.76,41-60,Moderate
17,24,27,4,0.2,3.37,18-25,Moderate
25,17,39,2,0.41,3.08,26-40,Moderate
3,15,32,5,0.81,-5.28,41-60,Moderate
7,48,22,1,0.34,9.09,26-40,Moderate
26,24,43,2,0.61,4.32,41-60,Moderate
23,24,44,4,0.3,-1.32,41-60,Moderate
37,19,36,2,0.53,-4.72,41-60,High
14,13,49,3,0.1,-3.62,18-25,Moderate
25,40,11,4,0.59,1.24,41-60,Moderate
10,22,33,1,0.22,4.68,26-40,Moderate
4,44,28,5,0.96,-6.26,41-60,Low
21,18,49,2,0.93,-3.28,41-60,Moderate
21,12,37,3,0.31,-2.69,41-60,Moderate
5,10,34,4,0.97,-6.94,18-25,Moderate
2,46,26,5,0.51,1.11,26-40,Low
0,16,35,3,0.63,6.81,18-25,Moderate
13,22,29,2,0.22,6.89,18-25,Moderate
11,19,15,2,0.46,-3.73,18-25,Moderate
18,15,11,1,0.7,-5.22,18-25,Moderate
9,19,19,1,0.44,-5.32,18-25,Moderate
3,12,21,2,0.27,-9.07,26-40,Moderate
33,11,39,1,0.21,-1.34,18-25,High
23,26,38,4,0.98,9.25,41-60,Moderate
8,28,26,2,0.73,3.48,26-40,Moderate
15,26,36,4,0.32,9.82,41-60,Moderate
17,47,21,4,0.05,8.95,18-25,Moderate
30,18,17,3,0.19,-6.32,41-60,Moderate
3,40,47,3,0.68,-6.26,18-25,Low
9,21,39,4,0.64,9.39,26-40,Moderate
23,35,12,3,0.54,3.82,41-60,Moderate
12,38,47,3,0.35,-2.49,26-40,Low
19,14,29,5,0.96,7.58,41-60,Moderate
23,24,10,2,0.53,-7.72,18-25,Moderate
25,23,50,5,0.91,-2.41,26-40,Moderate
15,30,19,1,0.65,3.56,18-25,Moderate
3,13,39,2,0.46,-9.6,26-40,Moderate
20,30,30,4,0.23,-8.02,26-40,Moderate
1,18,27,1,0.28,3.48,41-60,Moderate
25,45,44,3,0.25,3.03,26-40,Moderate
39,31,17,5,0.31,0.2,26-40,Moderate
16,10,38,2,0.94,5.61,26-40,Moderate
40,15,14,2,0.83,-9.11,41-60,Moderate
40,18,17,4,0.57,-1.27,26-40,Moderate
18,43,41,1,0.43,0.03,26-40,Moderate
29,11,22,3,0.87,2.88,26-40,Moderate
30,24,29,5,1.0,7.45,41-60,Moderate
31,36,35,5,0.41,7.46,41-60,Moderate
19,13,22,5,0.74,-9.95,18-25,Moderate
28,45,11,1,0.62,-0.84,41-60,Moderate
14,50,26,2,0.81,8.81,18-25,Moderate
33,27,19,3,0.45,-3.83,18-25,Moderate
26,11,43,1,0.94,4.48,18-25,Moderate
8,19,26,2,0.37,4.61,18-25,Moderate
11,24,40,4,0.37,-0.59,41-60,Moderate
33,26,48,4,0.35,9.03,26-40,Moderate
25,45,14,1,0.14,8.35,26-40,Moderate
1,14,35,1,0.75,8.67,26-40,Moderate
11,14,11,3,0.69,7.4,18-25,Moderate
9,22,11,2,0.26,-3.43,18-25,Moderate
21,49,34,5,0.28,-1.58,41-60,Moderate
32,36,49,2,0.3,5.38,18-25,High
34,27,14,3,0.38,-9.84,41-60,Moderate
7,48,30,2,0.58,6.63,18-25,Moderate
31,48,37,4,0.89,-6.56,41-60,Moderate
14,27,48,3,0.11,9.81,18-25,Moderate
39,17,44,5,0.06,4.68,26-40,Moderate
20,33,26,2,0.53,6.87,26-40,Moderate
24,43,37,3,0.6,-4.99,26-40,Moderate
38,19,33,1,0.03,-8.16,41-60,High
35,27,15,2,0.86,3.89,41-60,Moderate
18,15,23,3,0.78,9.83,26-40,Moderate
18,28,18,5,0.66,3.77,26-40,Moderate
6,18,13,1,0.4,5.69,18-25,Moderate
39,30,24,3,0.23,3.13,26-40,Moderate
39,13,41,2,0.55,3.34,41-60,High
26,48,47,2,0.85,-6.11,18-25,Moderate
19,30,32,1,0.55,-0.66,18-25,Moderate
18,50,35,4,0.27,-1.77,18-25,Moderate
9,47,19,5,0.56,7.23,26-40,Low
35,28,28,4,0.99,-1.55,26-40,Moderate
24,37,48,5,0.86,-2.19,18-25,Moderate
20,31,48,2,0.04,-4.64,18-25,Moderate
15,11,10,1,0.22,3.57,41-60,Moderate
36,32,10,3,0.9,-3.04,41-60,Moderate
36,26,37,2,0.73,7.94,26-40,High
26,46,41,4,0.76,-8.18,26-40,Moderate
9,29,34,5,0.74,-3.68,26-40,Moderate
10,16,26,2,0.23,-4.94,26-40,Moderate
37,20,25,3,0.61,-4.29,26-40,Moderate
15,32,21,3,0.1,9.9,41-60,Moderate
37,33,38,2,0.77,9.44,18-25,High
1,10,29,2,0.91,-6.81,41-60,Moderate
26,32,47,4,0.82,9.45,41-60,Moderate
30,32,10,1,0.11,3.67,41-60,Moderate
34,13,38,3,0.06,2.79,41-60,Moderate
0,49,17,1,0.91,-6.02,41-60,Moderate
32,24,40,5,0.68,-5.43,41-60,Moderate
40,25,30,4,0.49,4.93,41-60,Moderate
19,49,30,4,0.25,-7.72,18-25,Moderate
35,31,35,2,0.61,-9.03,26-40,High
11,17,18,3,0.02,8.72,18-25,Moderate
23,13,29,5,0.75,-1.01,41-60,Moderate
25,38,14,3,0.51,-0.49,18-25,Moderate
14,29,43,4,0.61,4.38,18-25,Moderate
15,28,43,1,0.68,-1.01,26-40,Moderate
31,46,19,1,0.56,1.81,41-60,Moderate
35,38,38,2,0.2,-8.59,26-40,High
6,13,23,2,0.47,7.53,41-60,Moderate
33,35,32,1,0.9,7.23,26-40,High
13,16,16,1,0.09,-4.27,41-60,Moderate
21,35,37,5,0.06,7.71,18-25,Moderate
1,20,26,2,0.84,0.25,26-40,Moderate
4,32,33,5,0.47,-0.27,26-40,Low
14,10,37,1,0.76,-6.63,18-25,Moderate
33,40,15,1,0.34,-2.22,41-60,Moderate
14,14,37,1,0.43,1.63,41-60,Moderate
39,11,24,1,0.49,8.74,18-25,Moderate
29,18,10,3,0.21,1.14,26-40,Moderate
17,36,27,2,0.14,7.24,41-60,Moderate
35,45,30,5,0.81,-6.24,26-40,Moderate
13,33,34,5,0.56,-5.0,18-25,Low
16,13,20,2,0.66,5.7,41-60,Moderate
30,46,22,1,0.94,2.77,18-25,Moderate
37,22,33,4,0.21,-8.42,26-40,Moderate
33,47,10,3,0.19,1.5,18-25,Moderate
0,25,48,5,0.77,8.75,41-60,Moderate
33,26,34,2,0.49,-8.27,26-40,High
39,39,14,4,0.19,1.36,41-60,Moderate
3,12,21,1,0.88,8.75,41-60,Moderate
16,17,41,4,0.79,3.94,18-25,Moderate
34,47,33,2,0.28,-4.75,41-60,High
32,32,34,5,0.93,5.13,18-25,Moderate
9,40,34,4,0.99,-7.49,41-60,Low
14,37,22,2,0.26,4.91,41-60,Moderate
1,43,44,5,0.01,9.32,18-25,Low
14,21,18,2,0.89,-3.96,41-60,Moderate
37,17,12,2,0.31,-6.51,18-25,Moderate
15,40,37,4,0.49,3.05,41-60,Moderate
31,39,45,1,0.64,8.86,26-40,High
20,11,44,4,0.47,-2.03,26-40,Moderate
32,32,50,1,0.67,-1.37,41-60,High
22,36,34,3,0.22,-9.44,26-40,Moderate
11,44,24,1,0.38,-9.49,26-40,Moderate
6,14,49,5,0.14,6.44,41-60,Moderate
6,46,32,3,0.99,-8.07,41-60,Low
40,42,29,1,0.28,0.19,18-25,Moderate
35,36,28,3,0.75,8.27,18-25,Moderate
9,49,22,5,0.8,-4.86,18-25,Low
11,22,31,5,0.64,7.64,26-40,Moderate
0,20,49,3,0.49,-0.68,41-60,Moderate
27,40,17,5,0.71,-7.05,26-40,Moderate
16,47,18,2,0.02,-1.2,18-25,Moderate
28,36,34,4,0.55,3.93,26-40,Moderate
22,20,27,1,0.25,6.27,41-60,Moderate
4,33,38,5,0.52,-2.46,41-60,Low
1,34,28,2,0.23,6.97,18-25,Moderate
34,50,14,4,0.33,-2.42,41-60,Moderate
30,31,20,2,0.25,-7.14,18-25,Moderate
9,47,41,5,0.04,-9.28,18-25,Low
27,40,15,2,0.65,-5.79,41-60,Moderate
1,47,50,2,0.18,3.58,18-25,Moderate
24,45,25,1,0.86,-6.99,26-40,Moderate
26,43,20,1,0.21,-5.23,18-25,Moderate
13,22,41,2,0.53,7.97,18-25,Moderate
30,36,42,5,0.72,-8.5,18-25,Moderate
40,28,30,1,0.65,-2.99,26-40,Moderate
22,20,42,4,0.93,-9.3,18-25,Moderate
11,41,42,2,0.96,8.61,41-60,Moderate
26,14,14,2,0.2,0.9,18-25,Moderate
33,13,27,1,0.65,-2.1,41-60,Moderate
32,23,40,2,0.4,-7.93,18-25,High
7,41,40,2,0.69,3.65,26-40,Moderate
6,17,23,1,0.1,-8.45,41-60,Moderate
27,47,24,4,0.07,-2.91,41-60,Moderate
3,14,35,1,0.4,5.01,41-60,Moderate
2,36,32,2,0.07,-9.58,26-40,Moderate
22,40,22,1,0.8,9.62,41-60,Moderate
0,47,50,2,0.1,1.47,18-25,Moderate
10,16,40,2,0.15,6.39,18-25,Moderate
4,14,28,3,0.54,-0.12,26-40,Moderate
22,39,12,4,0.1,-1.62,26-40,Moderate
18,10,47,1,0.29,-1.82,26-40,Moderate
33,46,42,1,0.43,1.04,26-40,High
8,12,24,4,0.08,-6.17,41-60,Moderate
22,46,17,1,0.38,3.45,18-25,Moderate
32,16,31,5,0.56,-0.69,41-60,Moderate
24,26,16,2,0.97,0.29,18-25,Moderate
6,49,33,3,0.32,5.97,26-40,Low
31,49,11,5,0.0,6.11,26-40,Moderate
8,44,29,3,0.63,-1.16,18-25,Low
0,33,33,3,0.21,-6.26,41-60,Low
37,38,22,4,0.11,-6.44,41-60,Moderate
4,37,33,1,0.42,9.38,26-40,Moderate
10,21,22,1,0.43,-1.88,18-25,Moderate
12,11,13,4,0.3,5.66,26-40,Moderate
5,32,14,2,0.25,6.34,18-25,Moderate
13,30,37,5,0.19,0.84,26-40,Moderate
16,31,28,5,0.35,-8.73,41-60,Moderate
37,11,42,3,0.13,-0.94,41-60,Moderate
35,32,45,2,0.46,-5.67,41-60,High
3,31,26,1,0.29,-5.03,26-40,Moderate
33,35,39,4,0.89,4.64,26-40,Moderate
5,35,46,3,0.51,0.42,26-40,Low
15,28,24,2,0.47,8.53,26-40,Moderate
18,33,18,4,0.32,6.81,18-25,Moderate
14,43,28,1,0.11,-8.15,26-40,Moderate
33,26,27,1,0.33,8.9,18-25,Moderate
9,46,14,4,0.03,3.46,41-60,Low
8,35,24,5,0.52,6.58,41-60,Low
6,13,49,1,0.35,1.24,41-60,Moderate
6,45,44,4,0.3,2.55,26-40,Low
38,35,35,4,0.81,-8.02,26-40,Moderate
34,21,42,4,0.76,4.48,18-25,Moderate
23,24,40,1,0.57,9.55,18-25,Moderate
25,23,21,2,0.46,7.29,26-40,Moderate
12,27,37,1,0.87,-2.22,18-25,Moderate
37,12,28,4,0.25,-0.23,41-60,Moderate
16,44,23,3,0.87,1.97,41-60,Moderate
33,50,31,3,0.58,1.88,18-25,Moderate
36,11,18,3,0.58,-7.02,41-60,Moderate
39,48,16,4,0.89,7.03,18-25,Moderate
8,44,17,4,0.04,5.06,26-40,Low
6,19,34,4,0.1,7.11,41-60,Moderate
